"","species_id","fish_id","date","trap","sampling_gear","year","month","filename","image","AMS_rego","publication","stage","protocol","ucrit","notes","TLmm","SLmm","hw","BDmm","PAmm","BAmm","wg","CPDmm","CFDmm","Mamm","CFAmm","species_note","taxa","AphiaID","url","scientificname","authority","status","unacceptreason","taxonRankID","rank","valid_AphiaID","valid_name","valid_authority","parentNameUsageID","kingdom","phylum","class","order","family","genus","citation","location","region","lat","lon"
"11","acabah","tci03nov19j","2003-11-19","hdl","light trap",2003,11,"tci03nov19j.jpg","tci03nov19j",NA,"Fisher_etal2005","Settlement","3bl/s, 2min",48.43125,NA,36.11791572,30.07162134,3.5,16.11687772,316.8327401,340.3879261,0.84,NA,NA,NA,NA,"bahianus","Acanthurus bahianus",159578,"http://www.marinespecies.org/aphia.php?p=taxdetails&id=159578","Acanthurus bahianus","Castelnau, 1855","accepted",NA,220,"Species",159578,"Acanthurus bahianus","Castelnau, 1855",125908,"Animalia","Chordata","Actinopteri","Acanthuriformes","Acanthuridae","Acanthurus","Froese, R. and D. Pauly. Editors. (2021). FishBase. Acanthurus bahianus Castelnau, 1855. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=159578 on 2021-11-12","TCI","Caribbean",21.482169,-71.526114
"12","acabah","tci03nov19k","2003-11-19","hdl","light trap",2003,11,"tci03nov19k.jpg","tci03nov19k",NA,"Fisher_etal2005","Settlement","3bl/s, 2min",42.4375,NA,31.95926867,26.13334745,3.6,15.40837216,251.3385337,282.090909,0.69,NA,NA,NA,NA,"bahianus","Acanthurus bahianus",159578,"http://www.marinespecies.org/aphia.php?p=taxdetails&id=159578","Acanthurus bahianus","Castelnau, 1855","accepted",NA,220,"Species",159578,"Acanthurus bahianus","Castelnau, 1855",125908,"Animalia","Chordata","Actinopteri","Acanthuriformes","Acanthuridae","Acanthurus","Froese, R. and D. Pauly. Editors. (2021). FishBase. Acanthurus bahianus Castelnau, 1855. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=159578 on 2021-11-12","TCI","Caribbean",21.482169,-71.526114
"13","acabah","tci03nov1a","2003-11-01","grotto","light trap",2003,11,"tci03nov1a.jpg","tci03nov1a",NA,"Fisher_etal2005","Settlement","3bl/s, 2min",78.01875,NA,40.73580072,33.83800018,3.2,5.544563201,172.0828069,152.9044102,0.63,NA,NA,NA,NA,"bahianus","Acanthurus bahianus",159578,"http://www.marinespecies.org/aphia.php?p=taxdetails&id=159578","Acanthurus bahianus","Castelnau, 1855","accepted",NA,220,"Species",159578,"Acanthurus bahianus","Castelnau, 1855",125908,"Animalia","Chordata","Actinopteri","Acanthuriformes","Acanthuridae","Acanthurus","Froese, R. and D. Pauly. Editors. (2021). FishBase. Acanthurus bahianus Castelnau, 1855. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=159578 on 2021-11-12","TCI","Caribbean",21.480649,-71.534742
"14","acabah","tci03nov21c","2003-11-21","hdl","light trap",2003,11,NA,NA,NA,"Fisher_etal2005","Settlement","3bl/s, 2min",44.93125,NA,37.33912269,30.34012469,3.4,17.31240258,284.528953,336.5795397,0.91,NA,NA,NA,NA,"bahianus","Acanthurus bahianus",159578,"http://www.marinespecies.org/aphia.php?p=taxdetails&id=159578","Acanthurus bahianus","Castelnau, 1855","accepted",NA,220,"Species",159578,"Acanthurus bahianus","Castelnau, 1855",125908,"Animalia","Chordata","Actinopteri","Acanthuriformes","Acanthuridae","Acanthurus","Froese, R. and D. Pauly. Editors. (2021). FishBase. Acanthurus bahianus Castelnau, 1855. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=159578 on 2021-11-12","TCI","Caribbean",21.482169,-71.526114
"15","acabah","tci03nov21f","2003-11-21","hdl","light trap",2003,11,NA,NA,NA,"Fisher_etal2005","Settlement","3bl/s, 2min",52.85,NA,39.39201272,32.65795748,3.6,17.59785416,353.2418208,387.3056938,0.96,NA,NA,NA,NA,"bahianus","Acanthurus bahianus",159578,"http://www.marinespecies.org/aphia.php?p=taxdetails&id=159578","Acanthurus bahianus","Castelnau, 1855","accepted",NA,220,"Species",159578,"Acanthurus bahianus","Castelnau, 1855",125908,"Animalia","Chordata","Actinopteri","Acanthuriformes","Acanthuridae","Acanthurus","Froese, R. and D. Pauly. Editors. (2021). FishBase. Acanthurus bahianus Castelnau, 1855. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=159578 on 2021-11-12","TCI","Caribbean",21.482169,-71.526114
"16","acabah","tci03nov21g","2003-11-21","hdl","light trap",2003,11,NA,NA,NA,"Fisher_etal2005","Settlement","3bl/s, 2min",59.45625,NA,35.50298358,30.57031209,3.7,16.90975339,311.1012232,343.6435422,1,NA,NA,NA,NA,"bahianus","Acanthurus bahianus",159578,"http://www.marinespecies.org/aphia.php?p=taxdetails&id=159578","Acanthurus bahianus","Castelnau, 1855","accepted",NA,220,"Species",159578,"Acanthurus bahianus","Castelnau, 1855",125908,"Animalia","Chordata","Actinopteri","Acanthuriformes","Acanthuridae","Acanthurus","Froese, R. and D. Pauly. Editors. (2021). FishBase. Acanthurus bahianus Castelnau, 1855. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=159578 on 2021-11-12","TCI","Caribbean",21.482169,-71.526114
"17","acabah","tci03nov21h","2003-11-21","hdl","light trap",2003,11,"tci03nov21h.jpg","tci03nov21h",NA,"Fisher_etal2005","Settlement","3bl/s, 2min",47.25,NA,35.73522306,28.45815214,3.7,15.99989263,242.3701778,317.9541423,0.87,NA,NA,NA,NA,"bahianus","Acanthurus bahianus",159578,"http://www.marinespecies.org/aphia.php?p=taxdetails&id=159578","Acanthurus bahianus","Castelnau, 1855","accepted",NA,220,"Species",159578,"Acanthurus bahianus","Castelnau, 1855",125908,"Animalia","Chordata","Actinopteri","Acanthuriformes","Acanthuridae","Acanthurus","Froese, R. and D. Pauly. Editors. (2021). FishBase. Acanthurus bahianus Castelnau, 1855. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=159578 on 2021-11-12","TCI","Caribbean",21.482169,-71.526114
"18","acabah","tci03nov21i","2003-11-21","hdl","light trap",2003,11,NA,NA,NA,"Fisher_etal2005","Settlement","3bl/s, 2min",52.85,NA,35.09746635,28.94678864,3.1,15.79385986,261.8133841,314.1563332,0.8,NA,NA,NA,NA,"bahianus","Acanthurus bahianus",159578,"http://www.marinespecies.org/aphia.php?p=taxdetails&id=159578","Acanthurus bahianus","Castelnau, 1855","accepted",NA,220,"Species",159578,"Acanthurus bahianus","Castelnau, 1855",125908,"Animalia","Chordata","Actinopteri","Acanthuriformes","Acanthuridae","Acanthurus","Froese, R. and D. Pauly. Editors. (2021). FishBase. Acanthurus bahianus Castelnau, 1855. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=159578 on 2021-11-12","TCI","Caribbean",21.482169,-71.526114
"19","acabah","tci03nov21j","2003-11-21","hdl","light trap",2003,11,NA,NA,NA,"Fisher_etal2005","Settlement","3bl/s, 2min",47.25,NA,36.19859579,30.26015547,3.6,17.82472417,327.190668,351.8972791,1.02,NA,NA,NA,NA,"bahianus","Acanthurus bahianus",159578,"http://www.marinespecies.org/aphia.php?p=taxdetails&id=159578","Acanthurus bahianus","Castelnau, 1855","accepted",NA,220,"Species",159578,"Acanthurus bahianus","Castelnau, 1855",125908,"Animalia","Chordata","Actinopteri","Acanthuriformes","Acanthuridae","Acanthurus","Froese, R. and D. Pauly. Editors. (2021). FishBase. Acanthurus bahianus Castelnau, 1855. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=159578 on 2021-11-12","TCI","Caribbean",21.482169,-71.526114
"20","acabah","tci03nov21k","2003-11-21","hdl","light trap",2003,11,NA,NA,NA,"Fisher_etal2005","Settlement","3bl/s, 2min",43.96875,NA,37.29926424,30.12076136,3.9,16.38515675,285.327761,342.5775153,1.01,NA,NA,NA,NA,"bahianus","Acanthurus bahianus",159578,"http://www.marinespecies.org/aphia.php?p=taxdetails&id=159578","Acanthurus bahianus","Castelnau, 1855","accepted",NA,220,"Species",159578,"Acanthurus bahianus","Castelnau, 1855",125908,"Animalia","Chordata","Actinopteri","Acanthuriformes","Acanthuridae","Acanthurus","Froese, R. and D. Pauly. Editors. (2021). FishBase. Acanthurus bahianus Castelnau, 1855. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=159578 on 2021-11-12","TCI","Caribbean",21.482169,-71.526114
"21","acabah","tci03nov22a","2003-11-22","hdl","light trap",2003,11,"tci03nov22a.jpg","tci03nov22a",NA,"Fisher_etal2005","Settlement","3bl/s, 2min",47.25,NA,33.17371458,27.98208595,3.8,15.67220739,273.1291943,293.6090624,0.85,NA,NA,NA,NA,"bahianus","Acanthurus bahianus",159578,"http://www.marinespecies.org/aphia.php?p=taxdetails&id=159578","Acanthurus bahianus","Castelnau, 1855","accepted",NA,220,"Species",159578,"Acanthurus bahianus","Castelnau, 1855",125908,"Animalia","Chordata","Actinopteri","Acanthuriformes","Acanthuridae","Acanthurus","Froese, R. and D. Pauly. Editors. (2021). FishBase. Acanthurus bahianus Castelnau, 1855. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=159578 on 2021-11-12","TCI","Caribbean",21.482169,-71.526114
"22","acabah","tci03nov22d","2003-11-22","hdl","light trap",2003,11,"tci03nov22d.jpg","tci03nov22d",NA,"Fisher_etal2005","Settlement","3bl/s, 2min",57.2625,NA,39.54652072,33.48835027,4,18.00938233,391.2937749,409.6828481,1.07,NA,NA,NA,NA,"bahianus","Acanthurus bahianus",159578,"http://www.marinespecies.org/aphia.php?p=taxdetails&id=159578","Acanthurus bahianus","Castelnau, 1855","accepted",NA,220,"Species",159578,"Acanthurus bahianus","Castelnau, 1855",125908,"Animalia","Chordata","Actinopteri","Acanthuriformes","Acanthuridae","Acanthurus","Froese, R. and D. Pauly. Editors. (2021). FishBase. Acanthurus bahianus Castelnau, 1855. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=159578 on 2021-11-12","TCI","Caribbean",21.482169,-71.526114
"23","acabah","tci03nov22h","2003-11-22","hdl","light trap",2003,11,NA,NA,NA,"Fisher_etal2005","Settlement","3bl/s, 2min",43.25625,NA,33.02827381,27.68824405,4.4,14.63541667,249.2725606,275.5744225,0.86,NA,NA,NA,NA,"bahianus","Acanthurus bahianus",159578,"http://www.marinespecies.org/aphia.php?p=taxdetails&id=159578","Acanthurus bahianus","Castelnau, 1855","accepted",NA,220,"Species",159578,"Acanthurus bahianus","Castelnau, 1855",125908,"Animalia","Chordata","Actinopteri","Acanthuriformes","Acanthuridae","Acanthurus","Froese, R. and D. Pauly. Editors. (2021). FishBase. Acanthurus bahianus Castelnau, 1855. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=159578 on 2021-11-12","TCI","Caribbean",21.482169,-71.526114
"24","acabah","tci03nov22j","2003-11-22","hdl","light trap",2003,11,"tci03nov22j.jpg","tci03nov22j",NA,"Fisher_etal2005","Settlement","3bl/s, 2min",59.5125,NA,37.76546477,31.24743632,3.4,17.28051604,349.8155994,369.2366682,0.9,NA,NA,NA,NA,"bahianus","Acanthurus bahianus",159578,"http://www.marinespecies.org/aphia.php?p=taxdetails&id=159578","Acanthurus bahianus","Castelnau, 1855","accepted",NA,220,"Species",159578,"Acanthurus bahianus","Castelnau, 1855",125908,"Animalia","Chordata","Actinopteri","Acanthuriformes","Acanthuridae","Acanthurus","Froese, R. and D. Pauly. Editors. (2021). FishBase. Acanthurus bahianus Castelnau, 1855. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=159578 on 2021-11-12","TCI","Caribbean",21.482169,-71.526114
"25","acabah","tci03nov22k","2003-11-22","hdl","light trap",2003,11,"tci03nov22k.jpg","tci03nov22k",NA,"Fisher_etal2005","Settlement","3bl/s, 2min",48.2625,NA,36.46494298,30.79654511,3.6,16.80591622,303.6179496,354.2735249,0.96,NA,NA,NA,NA,"bahianus","Acanthurus bahianus",159578,"http://www.marinespecies.org/aphia.php?p=taxdetails&id=159578","Acanthurus bahianus","Castelnau, 1855","accepted",NA,220,"Species",159578,"Acanthurus bahianus","Castelnau, 1855",125908,"Animalia","Chordata","Actinopteri","Acanthuriformes","Acanthuridae","Acanthurus","Froese, R. and D. Pauly. Editors. (2021). FishBase. Acanthurus bahianus Castelnau, 1855. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=159578 on 2021-11-12","TCI","Caribbean",21.482169,-71.526114
"26","acabah","05larv0026","2005-06-26","cn2","crest net",2005,6,NA,NA,NA,"Hogan_etal2007","Settlement","3bl/s, 2min",31.56111111,NA,31.48984199,23.25056433,4,16.63419271,245.9564026,293.3550597,0.44,2.890578591,7.443269573,154.0950386,38.37907941,"bahianus","Acanthurus bahianus",159578,"http://www.marinespecies.org/aphia.php?p=taxdetails&id=159578","Acanthurus bahianus","Castelnau, 1855","accepted",NA,220,"Species",159578,"Acanthurus bahianus","Castelnau, 1855",125908,"Animalia","Chordata","Actinopteri","Acanthuriformes","Acanthuridae","Acanthurus","Froese, R. and D. Pauly. Editors. (2021). FishBase. Acanthurus bahianus Castelnau, 1855. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=159578 on 2021-11-12","BLZ","Caribbean",17.27094038,-87.813191
"27","acabah","05larv0027","2005-06-26","cn2","crest net",2005,6,NA,NA,NA,"Hogan_etal2007","Settlement","3bl/s, 2min",42,"i",34.13065201,27.04596553,4.2,19.3517362,323.4677414,375.20261,0.53,3.132650512,12.10092431,190.9010411,55.21402291,"bahianus","Acanthurus bahianus",159578,"http://www.marinespecies.org/aphia.php?p=taxdetails&id=159578","Acanthurus bahianus","Castelnau, 1855","accepted",NA,220,"Species",159578,"Acanthurus bahianus","Castelnau, 1855",125908,"Animalia","Chordata","Actinopteri","Acanthuriformes","Acanthuridae","Acanthurus","Froese, R. and D. Pauly. Editors. (2021). FishBase. Acanthurus bahianus Castelnau, 1855. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=159578 on 2021-11-12","BLZ","Caribbean",17.27094038,-87.813191
"28","acabah","05larv0028","2005-06-26","cn2","crest net",2005,6,"05larv0028.jpg","05larv0028",NA,"Hogan_etal2007","Settlement","3bl/s, 2min",42.01349206,NA,34.03963605,26.90764053,4.2,19.2845569,326.0444246,379.1138368,0.5,3.001371058,12.46167269,188.4616627,56.34741164,"bahianus","Acanthurus bahianus",159578,"http://www.marinespecies.org/aphia.php?p=taxdetails&id=159578","Acanthurus bahianus","Castelnau, 1855","accepted",NA,220,"Species",159578,"Acanthurus bahianus","Castelnau, 1855",125908,"Animalia","Chordata","Actinopteri","Acanthuriformes","Acanthuridae","Acanthurus","Froese, R. and D. Pauly. Editors. (2021). FishBase. Acanthurus bahianus Castelnau, 1855. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=159578 on 2021-11-12","BLZ","Caribbean",17.27094038,-87.813191
"29","acabah","05larv0044","2005-07-02","ltCalab","light trap",2005,7,NA,NA,NA,"Hogan_etal2007","Settlement","3bl/s, 2min",31.52460317,NA,32.38014281,26.42026522,4.2,14.07820469,231.1213817,265.7176772,0.45,3.068344101,6.405304318,144.5820853,31.52559096,"bahianus","Acanthurus bahianus",159578,"http://www.marinespecies.org/aphia.php?p=taxdetails&id=159578","Acanthurus bahianus","Castelnau, 1855","accepted",NA,220,"Species",159578,"Acanthurus bahianus","Castelnau, 1855",125908,"Animalia","Chordata","Actinopteri","Acanthuriformes","Acanthuridae","Acanthurus","Froese, R. and D. Pauly. Editors. (2021). FishBase. Acanthurus bahianus Castelnau, 1855. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=159578 on 2021-11-12","BLZ","Caribbean",17.27094038,-87.813191
"30","acabah","05larv0045","2005-07-02","ltCalab","light trap",2005,7,"05larv0045.jpg","05larv0045",NA,"Hogan_etal2007","Settlement","3bl/s, 2min",31.53968254,NA,34.20371757,27.41131613,4,15.30196773,266.0402407,304.3791117,0.48,3.268877238,9.259889698,175.2693708,27.27761996,"bahianus","Acanthurus bahianus",159578,"http://www.marinespecies.org/aphia.php?p=taxdetails&id=159578","Acanthurus bahianus","Castelnau, 1855","accepted",NA,220,"Species",159578,"Acanthurus bahianus","Castelnau, 1855",125908,"Animalia","Chordata","Actinopteri","Acanthuriformes","Acanthuridae","Acanthurus","Froese, R. and D. Pauly. Editors. (2021). FishBase. Acanthurus bahianus Castelnau, 1855. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=159578 on 2021-11-12","BLZ","Caribbean",17.27094038,-87.813191
"31","acabah","05larv0003","2005-06-09","ltCalab","light trap",2005,6,NA,NA,NA,"Hogan_etal2007","Settlement","3bl/s, 2min",43.4162066,"ectoparasite",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"bahianus","Acanthurus bahianus",159578,"http://www.marinespecies.org/aphia.php?p=taxdetails&id=159578","Acanthurus bahianus","Castelnau, 1855","accepted",NA,220,"Species",159578,"Acanthurus bahianus","Castelnau, 1855",125908,"Animalia","Chordata","Actinopteri","Acanthuriformes","Acanthuridae","Acanthurus","Froese, R. and D. Pauly. Editors. (2021). FishBase. Acanthurus bahianus Castelnau, 1855. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=159578 on 2021-11-12","BLZ","Caribbean",17.27094038,-87.813191
"32","acachi","tci03nov19l","2003-11-19","hdl","light trap",2003,11,"tci03nov19l.jpg","tci03nov19l",NA,"Fisher_etal2005","Settlement","3bl/s, 2min",51.625,NA,35.9266436,29.89896194,3.5,15.50553633,282.5121826,314.7531758,0.9,3.053100449,10.89997194,170.3668139,51.64871018,"chirurgus","Acanthurus chirurgus",159580,"http://www.marinespecies.org/aphia.php?p=taxdetails&id=159580","Acanthurus chirurgus","(Bloch, 1787)","accepted",NA,220,"Species",159580,"Acanthurus chirurgus","(Bloch, 1787)",125908,"Animalia","Chordata","Actinopteri","Acanthuriformes","Acanthuridae","Acanthurus","Froese, R. and D. Pauly. Editors. (2021). FishBase. Acanthurus chirurgus (Bloch, 1787). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=159580 on 2021-11-12","TCI","Caribbean",21.482169,-71.526114
